MemberID,FullName,MembershipType,VisitCount,ClassesAttended,PTSessionCount,EngagementSegment
466,"Pulse Member 466",Basic,4,2,0,"Moderately Active"
467,"Pulse Member 467",Basic,4,2,0,"Moderately Active"
468,"Pulse Member 468",Basic,4,2,0,"Moderately Active"
469,"Pulse Member 469",Basic,4,2,0,"Moderately Active"
470,"Pulse Member 470",Premium,4,2,1,"Moderately Active"
471,"Pulse Member 471",Premium,4,2,0,"Moderately Active"
472,"Pulse Member 472",Premium,4,2,0,"Moderately Active"
473,"Pulse Member 473",Student,4,2,0,"Moderately Active"
474,"Pulse Member 474",Student,4,2,0,"Moderately Active"
475,"Pulse Member 475",Student,4,2,1,"Moderately Active"
476,"Pulse Member 476",Basic,4,2,0,"Moderately Active"
477,"Pulse Member 477",Basic,4,2,0,"Moderately Active"
478,"Pulse Member 478",Basic,4,2,0,"Moderately Active"
479,"Pulse Member 479",Basic,4,2,0,"Moderately Active"
480,"Pulse Member 480",Premium,4,2,1,"Moderately Active"
481,"Pulse Member 481",Premium,4,2,0,"Moderately Active"
482,"Pulse Member 482",Premium,4,2,0,"Moderately Active"
483,"Pulse Member 483",Student,4,2,0,"Moderately Active"
484,"Pulse Member 484",Student,4,2,0,"Moderately Active"
486,"Pulse Member 486",Basic,4,2,0,"Moderately Active"
487,"Pulse Member 487",Basic,4,2,0,"Moderately Active"
488,"Pulse Member 488",Basic,4,2,0,"Moderately Active"
489,"Pulse Member 489",Basic,4,2,0,"Moderately Active"
490,"Pulse Member 490",Premium,4,2,1,"Moderately Active"
491,"Pulse Member 491",Premium,4,2,0,"Moderately Active"
492,"Pulse Member 492",Premium,4,2,0,"Moderately Active"
493,"Pulse Member 493",Student,4,2,0,"Moderately Active"
494,"Pulse Member 494",Student,4,2,0,"Moderately Active"
495,"Pulse Member 495",Student,4,2,1,"Moderately Active"
496,"Pulse Member 496",Basic,4,2,0,"Moderately Active"
497,"Pulse Member 497",Basic,4,2,0,"Moderately Active"
499,"Pulse Member 499",Basic,4,2,0,"Moderately Active"
500,"Pulse Member 500",Premium,4,2,1,"Moderately Active"
501,"Pulse Member 501",Premium,4,2,0,"Moderately Active"
502,"Pulse Member 502",Premium,4,2,0,"Moderately Active"
503,"Pulse Member 503",Student,4,2,0,"Moderately Active"
504,"Pulse Member 504",Student,4,2,0,"Moderately Active"
505,"Pulse Member 505",Student,4,2,1,"Moderately Active"
506,"Pulse Member 506",Basic,4,2,0,"Moderately Active"
507,"Pulse Member 507",Basic,4,2,0,"Moderately Active"
508,"Pulse Member 508",Basic,4,2,0,"Moderately Active"
509,"Pulse Member 509",Basic,4,2,0,"Moderately Active"
510,"Pulse Member 510",Premium,4,2,1,"Moderately Active"
511,"Pulse Member 511",Premium,4,2,0,"Moderately Active"
512,"Pulse Member 512",Premium,4,2,0,"Moderately Active"
513,"Pulse Member 513",Student,4,2,0,"Moderately Active"
514,"Pulse Member 514",Student,4,2,0,"Moderately Active"
515,"Pulse Member 515",Student,4,2,1,"Moderately Active"
516,"Pulse Member 516",Basic,4,2,0,"Moderately Active"
517,"Pulse Member 517",Basic,4,2,0,"Moderately Active"
518,"Pulse Member 518",Basic,4,2,0,"Moderately Active"
519,"Pulse Member 519",Basic,4,2,0,"Moderately Active"
520,"Pulse Member 520",Premium,4,2,1,"Moderately Active"
521,"Pulse Member 521",Premium,4,2,0,"Moderately Active"
522,"Pulse Member 522",Premium,4,2,0,"Moderately Active"
523,"Pulse Member 523",Student,4,2,0,"Moderately Active"
524,"Pulse Member 524",Student,4,2,0,"Moderately Active"
525,"Pulse Member 525",Student,4,2,1,"Moderately Active"
526,"Pulse Member 526",Basic,4,2,0,"Moderately Active"
527,"Pulse Member 527",Basic,4,2,0,"Moderately Active"
528,"Pulse Member 528",Basic,4,2,0,"Moderately Active"
529,"Pulse Member 529",Basic,4,2,0,"Moderately Active"
530,"Pulse Member 530",Premium,4,2,1,"Moderately Active"
531,"Pulse Member 531",Premium,4,2,0,"Moderately Active"
532,"Pulse Member 532",Premium,4,2,0,"Moderately Active"
533,"Pulse Member 533",Student,4,2,0,"Moderately Active"
534,"Pulse Member 534",Student,4,2,0,"Moderately Active"
535,"Pulse Member 535",Student,4,2,1,"Moderately Active"
536,"Pulse Member 536",Basic,4,2,0,"Moderately Active"
537,"Pulse Member 537",Basic,4,2,0,"Moderately Active"
538,"Pulse Member 538",Basic,4,2,0,"Moderately Active"
539,"Pulse Member 539",Basic,4,2,0,"Moderately Active"
540,"Pulse Member 540",Premium,4,2,1,"Moderately Active"
541,"Pulse Member 541",Premium,4,2,0,"Moderately Active"
542,"Pulse Member 542",Premium,4,2,0,"Moderately Active"
543,"Pulse Member 543",Student,4,2,0,"Moderately Active"
544,"Pulse Member 544",Student,4,2,0,"Moderately Active"
545,"Pulse Member 545",Student,4,2,1,"Moderately Active"
546,"Pulse Member 546",Basic,4,2,0,"Moderately Active"
547,"Pulse Member 547",Basic,4,2,0,"Moderately Active"
548,"Pulse Member 548",Basic,4,2,0,"Moderately Active"
549,"Pulse Member 549",Basic,4,2,0,"Moderately Active"
550,"Pulse Member 550",Premium,4,2,1,"Moderately Active"
551,"Pulse Member 551",Premium,4,2,0,"Moderately Active"
552,"Pulse Member 552",Premium,4,2,0,"Moderately Active"
553,"Pulse Member 553",Student,4,2,0,"Moderately Active"
554,"Pulse Member 554",Student,4,2,0,"Moderately Active"
555,"Pulse Member 555",Student,4,2,1,"Moderately Active"
556,"Pulse Member 556",Basic,4,2,0,"Moderately Active"
557,"Pulse Member 557",Basic,4,2,0,"Moderately Active"
558,"Pulse Member 558",Basic,4,2,0,"Moderately Active"
559,"Pulse Member 559",Basic,4,2,0,"Moderately Active"
560,"Pulse Member 560",Premium,4,2,1,"Moderately Active"
561,"Pulse Member 561",Premium,4,2,0,"Moderately Active"
562,"Pulse Member 562",Premium,4,2,0,"Moderately Active"
563,"Pulse Member 563",Student,4,2,0,"Moderately Active"
564,"Pulse Member 564",Student,4,2,0,"Moderately Active"
565,"Pulse Member 565",Student,4,2,1,"Moderately Active"
566,"Pulse Member 566",Basic,4,2,0,"Moderately Active"
567,"Pulse Member 567",Basic,4,2,0,"Moderately Active"
568,"Pulse Member 568",Basic,4,2,0,"Moderately Active"
569,"Pulse Member 569",Basic,4,2,0,"Moderately Active"
570,"Pulse Member 570",Premium,4,2,1,"Moderately Active"
571,"Pulse Member 571",Premium,4,2,0,"Moderately Active"
572,"Pulse Member 572",Premium,4,2,0,"Moderately Active"
573,"Pulse Member 573",Student,4,2,0,"Moderately Active"
574,"Pulse Member 574",Student,4,2,0,"Moderately Active"
575,"Pulse Member 575",Student,4,2,1,"Moderately Active"
576,"Pulse Member 576",Basic,4,2,0,"Moderately Active"
577,"Pulse Member 577",Basic,4,2,0,"Moderately Active"
578,"Pulse Member 578",Basic,4,2,0,"Moderately Active"
579,"Pulse Member 579",Basic,4,2,0,"Moderately Active"
580,"Pulse Member 580",Premium,4,2,1,"Moderately Active"
583,"Pulse Member 583",Student,4,2,0,"Moderately Active"
584,"Pulse Member 584",Student,4,2,0,"Moderately Active"
585,"Pulse Member 585",Student,4,2,1,"Moderately Active"
586,"Pulse Member 586",Basic,4,2,0,"Moderately Active"
83,"Pulse Member 083",Student,4,1,0,"Moderately Active"
166,"Pulse Member 166",Basic,4,1,0,"Moderately Active"
249,"Pulse Member 249",Basic,4,1,0,"Moderately Active"
498,"Pulse Member 498",Basic,4,1,0,"Moderately Active"
332,"Pulse Member 332",Premium,4,1,0,"Moderately Active"
581,"Pulse Member 581",Premium,4,1,0,"Moderately Active"
415,"Pulse Member 415",Student,4,1,1,"Moderately Active"
4,"Olivia Brown",Premium,2,4,1,"Moderately Active"
7,"Ethan Lee",Premium,2,3,1,"Moderately Active"
1,"Alex Carter",Premium,2,3,1,"Moderately Active"
10,"Mia Harris",Premium,2,2,1,"Moderately Active"
16,"Isaac Green",Premium,1,2,1,"Moderately Active"
19,"Ella Baker",Premium,1,2,1,"Moderately Active"
27,"Natalie Ward",Premium,1,2,1,"Moderately Active"
13,"Grace Young",Premium,1,1,1,"Moderately Active"
24,"Leo Mitchell",Premium,1,1,1,"Moderately Active"
30,"Tom Evans",Premium,1,1,1,"Moderately Active"
