MemberID,FullName,MembershipType,LastVisitTime,LastClassAttendance,LastPTSession,RecentFailedPayments,ChurnRiskScore,RiskBand,RiskRank
214,"Pulse Member 214",Student,"2025-06-28 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",231
223,"Pulse Member 223",Student,"2025-06-27 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",232
224,"Pulse Member 224",Student,"2025-06-28 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",233
231,"Pulse Member 231",Premium,"2025-06-25 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",234
232,"Pulse Member 232",Premium,"2025-06-26 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",235
241,"Pulse Member 241",Premium,"2025-06-25 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",236
242,"Pulse Member 242",Premium,"2025-06-26 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",237
243,"Pulse Member 243",Student,"2025-06-27 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",238
244,"Pulse Member 244",Student,"2025-06-28 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",239
261,"Pulse Member 261",Premium,"2025-06-25 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",240
262,"Pulse Member 262",Premium,"2025-06-26 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",241
271,"Pulse Member 271",Premium,"2025-06-25 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",242
272,"Pulse Member 272",Premium,"2025-06-26 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",243
273,"Pulse Member 273",Student,"2025-06-27 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",244
274,"Pulse Member 274",Student,"2025-06-28 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",245
283,"Pulse Member 283",Student,"2025-06-27 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",246
284,"Pulse Member 284",Student,"2025-06-28 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",247
292,"Pulse Member 292",Premium,"2025-06-26 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",248
301,"Pulse Member 301",Premium,"2025-06-25 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",249
302,"Pulse Member 302",Premium,"2025-06-26 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",250
303,"Pulse Member 303",Student,"2025-06-27 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",251
304,"Pulse Member 304",Student,"2025-06-28 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",252
313,"Pulse Member 313",Student,"2025-06-27 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",253
314,"Pulse Member 314",Student,"2025-06-28 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",254
321,"Pulse Member 321",Premium,"2025-06-25 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",255
322,"Pulse Member 322",Premium,"2025-06-26 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",256
331,"Pulse Member 331",Premium,"2025-06-25 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",257
332,"Pulse Member 332",Premium,"2025-06-26 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",258
333,"Pulse Member 333",Student,"2025-06-27 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",259
334,"Pulse Member 334",Student,"2025-06-28 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",260
343,"Pulse Member 343",Student,"2025-06-27 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",261
344,"Pulse Member 344",Student,"2025-06-28 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",262
351,"Pulse Member 351",Premium,"2025-06-25 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",263
352,"Pulse Member 352",Premium,"2025-06-26 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",264
361,"Pulse Member 361",Premium,"2025-06-25 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",265
362,"Pulse Member 362",Premium,"2025-06-26 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",266
363,"Pulse Member 363",Student,"2025-06-27 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",267
364,"Pulse Member 364",Student,"2025-06-28 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",268
373,"Pulse Member 373",Student,"2025-06-27 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",269
374,"Pulse Member 374",Student,"2025-06-28 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",270
381,"Pulse Member 381",Premium,"2025-06-25 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",271
391,"Pulse Member 391",Premium,"2025-06-25 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",272
392,"Pulse Member 392",Premium,"2025-06-26 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",273
393,"Pulse Member 393",Student,"2025-06-27 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",274
394,"Pulse Member 394",Student,"2025-06-28 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",275
403,"Pulse Member 403",Student,"2025-06-27 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",276
404,"Pulse Member 404",Student,"2025-06-28 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",277
411,"Pulse Member 411",Premium,"2025-06-25 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",278
412,"Pulse Member 412",Premium,"2025-06-26 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",279
421,"Pulse Member 421",Premium,"2025-06-25 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",280
422,"Pulse Member 422",Premium,"2025-06-26 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",281
423,"Pulse Member 423",Student,"2025-06-27 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",282
424,"Pulse Member 424",Student,"2025-06-28 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",283
433,"Pulse Member 433",Student,"2025-06-27 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",284
434,"Pulse Member 434",Student,"2025-06-28 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",285
441,"Pulse Member 441",Premium,"2025-06-25 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",286
442,"Pulse Member 442",Premium,"2025-06-26 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",287
451,"Pulse Member 451",Premium,"2025-06-25 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",288
452,"Pulse Member 452",Premium,"2025-06-26 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",289
453,"Pulse Member 453",Student,"2025-06-27 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",290
454,"Pulse Member 454",Student,"2025-06-28 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",291
463,"Pulse Member 463",Student,"2025-06-27 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",292
464,"Pulse Member 464",Student,"2025-06-28 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",293
471,"Pulse Member 471",Premium,"2025-06-25 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",294
472,"Pulse Member 472",Premium,"2025-06-26 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",295
481,"Pulse Member 481",Premium,"2025-06-25 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",296
482,"Pulse Member 482",Premium,"2025-06-26 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",297
483,"Pulse Member 483",Student,"2025-06-27 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",298
484,"Pulse Member 484",Student,"2025-06-28 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",299
493,"Pulse Member 493",Student,"2025-06-27 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",300
494,"Pulse Member 494",Student,"2025-06-28 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",301
501,"Pulse Member 501",Premium,"2025-06-25 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",302
502,"Pulse Member 502",Premium,"2025-06-26 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",303
513,"Pulse Member 513",Student,"2025-06-27 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",304
514,"Pulse Member 514",Student,"2025-06-28 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",305
523,"Pulse Member 523",Student,"2025-06-27 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",306
524,"Pulse Member 524",Student,"2025-06-28 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",307
531,"Pulse Member 531",Premium,"2025-06-25 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",308
532,"Pulse Member 532",Premium,"2025-06-26 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",309
541,"Pulse Member 541",Premium,"2025-06-25 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",310
542,"Pulse Member 542",Premium,"2025-06-26 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",311
543,"Pulse Member 543",Student,"2025-06-27 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",312
544,"Pulse Member 544",Student,"2025-06-28 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",313
553,"Pulse Member 553",Student,"2025-06-27 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",314
561,"Pulse Member 561",Premium,"2025-06-25 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",315
562,"Pulse Member 562",Premium,"2025-06-26 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",316
571,"Pulse Member 571",Premium,"2025-06-25 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",317
572,"Pulse Member 572",Premium,"2025-06-26 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",318
573,"Pulse Member 573",Student,"2025-06-27 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",319
574,"Pulse Member 574",Student,"2025-06-28 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",320
581,"Pulse Member 581",Premium,"2025-06-25 18:00:00","2025-03-06 06:30:00",NULL,0,3,"Medium Risk",321
583,"Pulse Member 583",Student,"2025-06-27 18:00:00","2025-04-03 07:00:00",NULL,0,3,"Medium Risk",322
584,"Pulse Member 584",Student,"2025-06-28 18:00:00","2025-04-17 18:00:00",NULL,0,3,"Medium Risk",323
591,"Pulse Member 591",Premium,"2025-06-25 18:00:00","2025-05-08 17:30:00",NULL,0,3,"Medium Risk",324
592,"Pulse Member 592",Premium,"2025-06-26 18:00:00","2025-05-22 09:00:00",NULL,0,3,"Medium Risk",325
125,"Pulse Member 125",Student,"2025-06-24 18:00:00","2025-06-05 06:30:00","2025-05-27 10:00:00",1,2,"Low Risk",326
210,"Pulse Member 210",Premium,"2025-06-24 18:00:00","2025-06-19 18:30:00","2025-05-22 10:00:00",1,2,"Low Risk",327
425,"Pulse Member 425",Student,"2025-06-24 18:00:00","2025-06-05 06:30:00","2025-05-17 10:00:00",1,2,"Low Risk",328
7,"Ethan Lee",Premium,"2025-06-14 07:00:00","2025-05-08 17:30:00","2025-02-26 11:00:00",0,2,"Low Risk",329
10,"Mia Harris",Premium,"2025-06-16 18:00:00","2025-05-22 09:00:00","2025-03-26 11:00:00",0,2,"Low Risk",330
36,"Pulse Member 036",Basic,"2025-06-25 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",331
40,"Pulse Member 040",Premium,"2025-06-24 18:00:00","2025-05-22 09:00:00","2025-06-01 10:00:00",0,2,"Low Risk",332
45,"Pulse Member 045",Student,"2025-06-24 18:00:00","2025-05-08 17:30:00","2025-02-06 10:00:00",0,2,"Low Risk",333
47,"Pulse Member 047",Basic,"2025-06-26 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",334
48,"Pulse Member 048",Basic,"2025-06-27 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",335
50,"Pulse Member 050",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-02-21 10:00:00",0,2,"Low Risk",336
55,"Pulse Member 055",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-03-08 10:00:00",0,2,"Low Risk",337
59,"Pulse Member 059",Basic,"2025-06-28 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",338
66,"Pulse Member 066",Basic,"2025-06-25 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",339
70,"Pulse Member 070",Premium,"2025-06-24 18:00:00","2025-05-22 09:00:00","2025-04-22 10:00:00",0,2,"Low Risk",340
75,"Pulse Member 075",Student,"2025-06-24 18:00:00","2025-05-08 17:30:00","2025-05-07 10:00:00",0,2,"Low Risk",341
77,"Pulse Member 077",Basic,"2025-06-26 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",342
78,"Pulse Member 078",Basic,"2025-06-27 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",343
80,"Pulse Member 080",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-05-22 10:00:00",0,2,"Low Risk",344
85,"Pulse Member 085",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-06-06 10:00:00",0,2,"Low Risk",345
89,"Pulse Member 089",Basic,"2025-06-28 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",346
96,"Pulse Member 096",Basic,"2025-06-25 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",347
100,"Pulse Member 100",Premium,"2025-06-24 18:00:00","2025-05-22 09:00:00","2025-03-13 10:00:00",0,2,"Low Risk",348
105,"Pulse Member 105",Student,"2025-06-24 18:00:00","2025-05-08 17:30:00","2025-03-28 10:00:00",0,2,"Low Risk",349
107,"Pulse Member 107",Basic,"2025-06-26 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",350
108,"Pulse Member 108",Basic,"2025-06-27 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",351
110,"Pulse Member 110",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-04-12 10:00:00",0,2,"Low Risk",352
115,"Pulse Member 115",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-04-27 10:00:00",0,2,"Low Risk",353
119,"Pulse Member 119",Basic,"2025-06-28 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",354
126,"Pulse Member 126",Basic,"2025-06-25 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",355
130,"Pulse Member 130",Premium,"2025-06-24 18:00:00","2025-05-22 09:00:00","2025-02-01 10:00:00",0,2,"Low Risk",356
135,"Pulse Member 135",Student,"2025-06-24 18:00:00","2025-05-08 17:30:00","2025-02-16 10:00:00",0,2,"Low Risk",357
137,"Pulse Member 137",Basic,"2025-06-26 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",358
138,"Pulse Member 138",Basic,"2025-06-27 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",359
140,"Pulse Member 140",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-03-03 10:00:00",0,2,"Low Risk",360
145,"Pulse Member 145",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-03-18 10:00:00",0,2,"Low Risk",361
156,"Pulse Member 156",Basic,"2025-06-25 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",362
160,"Pulse Member 160",Premium,"2025-06-24 18:00:00","2025-05-22 09:00:00","2025-05-02 10:00:00",0,2,"Low Risk",363
165,"Pulse Member 165",Student,"2025-06-24 18:00:00","2025-05-08 17:30:00","2025-05-17 10:00:00",0,2,"Low Risk",364
170,"Pulse Member 170",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-06-01 10:00:00",0,2,"Low Risk",365
175,"Pulse Member 175",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-02-06 10:00:00",0,2,"Low Risk",366
179,"Pulse Member 179",Basic,"2025-06-28 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",367
186,"Pulse Member 186",Basic,"2025-06-25 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",368
190,"Pulse Member 190",Premium,"2025-06-24 18:00:00","2025-05-22 09:00:00","2025-03-23 10:00:00",0,2,"Low Risk",369
195,"Pulse Member 195",Student,"2025-06-24 18:00:00","2025-05-08 17:30:00","2025-04-07 10:00:00",0,2,"Low Risk",370
197,"Pulse Member 197",Basic,"2025-06-26 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",371
198,"Pulse Member 198",Basic,"2025-06-27 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",372
200,"Pulse Member 200",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-04-22 10:00:00",0,2,"Low Risk",373
205,"Pulse Member 205",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-05-07 10:00:00",0,2,"Low Risk",374
209,"Pulse Member 209",Basic,"2025-06-28 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",375
216,"Pulse Member 216",Basic,"2025-06-25 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",376
220,"Pulse Member 220",Premium,"2025-06-24 18:00:00","2025-05-22 09:00:00","2025-02-11 10:00:00",0,2,"Low Risk",377
225,"Pulse Member 225",Student,"2025-06-24 18:00:00","2025-05-08 17:30:00","2025-02-26 10:00:00",0,2,"Low Risk",378
227,"Pulse Member 227",Basic,"2025-06-26 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",379
228,"Pulse Member 228",Basic,"2025-06-27 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",380
230,"Pulse Member 230",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-03-13 10:00:00",0,2,"Low Risk",381
235,"Pulse Member 235",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-03-28 10:00:00",0,2,"Low Risk",382
239,"Pulse Member 239",Basic,"2025-06-28 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",383
246,"Pulse Member 246",Basic,"2025-06-25 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",384
250,"Pulse Member 250",Premium,"2025-06-24 18:00:00","2025-05-22 09:00:00","2025-05-12 10:00:00",0,2,"Low Risk",385
255,"Pulse Member 255",Student,"2025-06-24 18:00:00","2025-05-08 17:30:00","2025-05-27 10:00:00",0,2,"Low Risk",386
257,"Pulse Member 257",Basic,"2025-06-26 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",387
258,"Pulse Member 258",Basic,"2025-06-27 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",388
260,"Pulse Member 260",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-02-01 10:00:00",0,2,"Low Risk",389
265,"Pulse Member 265",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-02-16 10:00:00",0,2,"Low Risk",390
269,"Pulse Member 269",Basic,"2025-06-28 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",391
276,"Pulse Member 276",Basic,"2025-06-25 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",392
280,"Pulse Member 280",Premium,"2025-06-24 18:00:00","2025-05-22 09:00:00","2025-04-02 10:00:00",0,2,"Low Risk",393
285,"Pulse Member 285",Student,"2025-06-24 18:00:00","2025-05-08 17:30:00","2025-04-17 10:00:00",0,2,"Low Risk",394
287,"Pulse Member 287",Basic,"2025-06-26 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",395
288,"Pulse Member 288",Basic,"2025-06-27 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",396
290,"Pulse Member 290",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-05-02 10:00:00",0,2,"Low Risk",397
295,"Pulse Member 295",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-05-17 10:00:00",0,2,"Low Risk",398
299,"Pulse Member 299",Basic,"2025-06-28 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",399
306,"Pulse Member 306",Basic,"2025-06-25 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",400
310,"Pulse Member 310",Premium,"2025-06-24 18:00:00","2025-05-22 09:00:00","2025-02-21 10:00:00",0,2,"Low Risk",401
315,"Pulse Member 315",Student,"2025-06-24 18:00:00","2025-05-08 17:30:00","2025-03-08 10:00:00",0,2,"Low Risk",402
317,"Pulse Member 317",Basic,"2025-06-26 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",403
318,"Pulse Member 318",Basic,"2025-06-27 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",404
320,"Pulse Member 320",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-03-23 10:00:00",0,2,"Low Risk",405
325,"Pulse Member 325",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-04-07 10:00:00",0,2,"Low Risk",406
329,"Pulse Member 329",Basic,"2025-06-28 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",407
336,"Pulse Member 336",Basic,"2025-06-25 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",408
345,"Pulse Member 345",Student,"2025-06-24 18:00:00","2025-05-08 17:30:00","2025-06-06 10:00:00",0,2,"Low Risk",409
347,"Pulse Member 347",Basic,"2025-06-26 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",410
348,"Pulse Member 348",Basic,"2025-06-27 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",411
350,"Pulse Member 350",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-02-11 10:00:00",0,2,"Low Risk",412
355,"Pulse Member 355",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-02-26 10:00:00",0,2,"Low Risk",413
359,"Pulse Member 359",Basic,"2025-06-28 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",414
366,"Pulse Member 366",Basic,"2025-06-25 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",415
370,"Pulse Member 370",Premium,"2025-06-24 18:00:00","2025-05-22 09:00:00","2025-04-12 10:00:00",0,2,"Low Risk",416
375,"Pulse Member 375",Student,"2025-06-24 18:00:00","2025-05-08 17:30:00","2025-04-27 10:00:00",0,2,"Low Risk",417
377,"Pulse Member 377",Basic,"2025-06-26 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",418
378,"Pulse Member 378",Basic,"2025-06-27 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",419
380,"Pulse Member 380",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-05-12 10:00:00",0,2,"Low Risk",420
385,"Pulse Member 385",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-05-27 10:00:00",0,2,"Low Risk",421
389,"Pulse Member 389",Basic,"2025-06-28 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",422
396,"Pulse Member 396",Basic,"2025-06-25 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",423
400,"Pulse Member 400",Premium,"2025-06-24 18:00:00","2025-05-22 09:00:00","2025-03-03 10:00:00",0,2,"Low Risk",424
405,"Pulse Member 405",Student,"2025-06-24 18:00:00","2025-05-08 17:30:00","2025-03-18 10:00:00",0,2,"Low Risk",425
407,"Pulse Member 407",Basic,"2025-06-26 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",426
408,"Pulse Member 408",Basic,"2025-06-27 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",427
410,"Pulse Member 410",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-04-02 10:00:00",0,2,"Low Risk",428
415,"Pulse Member 415",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-04-17 10:00:00",0,2,"Low Risk",429
419,"Pulse Member 419",Basic,"2025-06-28 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",430
430,"Pulse Member 430",Premium,"2025-06-24 18:00:00","2025-05-22 09:00:00","2025-06-01 10:00:00",0,2,"Low Risk",431
435,"Pulse Member 435",Student,"2025-06-24 18:00:00","2025-05-08 17:30:00","2025-02-06 10:00:00",0,2,"Low Risk",432
437,"Pulse Member 437",Basic,"2025-06-26 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",433
438,"Pulse Member 438",Basic,"2025-06-27 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",434
440,"Pulse Member 440",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-02-21 10:00:00",0,2,"Low Risk",435
445,"Pulse Member 445",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-03-08 10:00:00",0,2,"Low Risk",436
449,"Pulse Member 449",Basic,"2025-06-28 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",437
456,"Pulse Member 456",Basic,"2025-06-25 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",438
460,"Pulse Member 460",Premium,"2025-06-24 18:00:00","2025-05-22 09:00:00","2025-04-22 10:00:00",0,2,"Low Risk",439
465,"Pulse Member 465",Student,"2025-06-24 18:00:00","2025-05-08 17:30:00","2025-05-07 10:00:00",0,2,"Low Risk",440
467,"Pulse Member 467",Basic,"2025-06-26 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",441
470,"Pulse Member 470",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-05-22 10:00:00",0,2,"Low Risk",442
475,"Pulse Member 475",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-06-06 10:00:00",0,2,"Low Risk",443
479,"Pulse Member 479",Basic,"2025-06-28 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",444
486,"Pulse Member 486",Basic,"2025-06-25 18:00:00","2025-06-19 18:30:00",NULL,0,2,"Low Risk",445
490,"Pulse Member 490",Premium,"2025-06-24 18:00:00","2025-05-22 09:00:00","2025-03-13 10:00:00",0,2,"Low Risk",446
495,"Pulse Member 495",Student,"2025-06-24 18:00:00","2025-05-08 17:30:00","2025-03-28 10:00:00",0,2,"Low Risk",447
497,"Pulse Member 497",Basic,"2025-06-26 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",448
500,"Pulse Member 500",Premium,"2025-06-24 18:00:00","2025-04-17 18:00:00","2025-04-12 10:00:00",0,2,"Low Risk",449
505,"Pulse Member 505",Student,"2025-06-24 18:00:00","2025-04-03 07:00:00","2025-04-27 10:00:00",0,2,"Low Risk",450
509,"Pulse Member 509",Basic,"2025-06-28 18:00:00","2025-06-05 06:30:00",NULL,0,2,"Low Risk",451
