MemberID,FullName,MembershipType,JoinDate,TenureMonths,LifetimePaidRevenue,RevenuePerTenureMonth,RevenueRankWithinMembership
598,"Pulse Member 598",Basic,2024-08-14,11,150.00,13.64,171
597,"Pulse Member 597",Basic,2024-08-07,11,150.00,13.64,171
127,"Pulse Member 127",Basic,2024-08-17,11,150.00,13.64,171
128,"Pulse Member 128",Basic,2024-08-24,11,150.00,13.64,171
266,"Pulse Member 266",Basic,2024-07-31,11,150.00,13.64,171
267,"Pulse Member 267",Basic,2024-08-07,11,150.00,13.64,171
126,"Pulse Member 126",Basic,2024-08-10,11,150.00,13.64,171
176,"Pulse Member 176",Basic,2024-08-30,11,150.00,13.64,171
223,"Pulse Member 223",Student,2024-08-29,11,150.00,13.64,1
455,"Pulse Member 455",Student,2024-08-03,11,150.00,13.64,1
503,"Pulse Member 503",Student,2024-08-09,11,150.00,13.64,1
504,"Pulse Member 504",Student,2024-08-16,11,150.00,13.64,1
505,"Pulse Member 505",Student,2024-08-23,11,150.00,13.64,1
553,"Pulse Member 553",Student,2024-08-29,11,150.00,13.64,1
34,"Pulse Member 034",Student,2024-08-26,11,150.00,13.64,1
33,"Pulse Member 033",Student,2024-08-19,11,150.00,13.64,1
315,"Pulse Member 315",Student,2024-08-13,11,150.00,13.64,1
314,"Pulse Member 314",Student,2024-08-06,11,150.00,13.64,1
363,"Pulse Member 363",Student,2024-08-19,11,150.00,13.64,1
364,"Pulse Member 364",Student,2024-08-26,11,150.00,13.64,1
356,"Pulse Member 356",Basic,2024-07-01,12,150.00,12.50,171
168,"Pulse Member 168",Basic,2024-07-05,12,150.00,12.50,171
169,"Pulse Member 169",Basic,2024-07-12,12,150.00,12.50,171
404,"Pulse Member 404",Student,2024-07-07,12,150.00,12.50,1
405,"Pulse Member 405",Student,2024-07-14,12,150.00,12.50,1
453,"Pulse Member 453",Student,2024-07-20,12,150.00,12.50,1
454,"Pulse Member 454",Student,2024-07-27,12,150.00,12.50,1
123,"Pulse Member 123",Student,2024-07-20,12,150.00,12.50,1
75,"Pulse Member 075",Student,2024-07-14,12,150.00,12.50,1
74,"Pulse Member 074",Student,2024-07-07,12,150.00,12.50,1
545,"Pulse Member 545",Student,2024-07-04,12,150.00,12.50,1
313,"Pulse Member 313",Student,2024-07-30,12,150.00,12.50,1
593,"Pulse Member 593",Student,2024-07-10,12,150.00,12.50,1
594,"Pulse Member 594",Student,2024-07-17,12,150.00,12.50,1
595,"Pulse Member 595",Student,2024-07-24,12,150.00,12.50,1
69,"Pulse Member 069",Basic,2024-06-02,13,150.00,11.54,171
497,"Pulse Member 497",Basic,2024-06-28,13,150.00,11.54,171
496,"Pulse Member 496",Basic,2024-06-21,13,150.00,11.54,171
258,"Pulse Member 258",Basic,2024-06-05,13,150.00,11.54,171
167,"Pulse Member 167",Basic,2024-06-28,13,150.00,11.54,171
403,"Pulse Member 403",Student,2024-06-30,13,150.00,11.54,1
165,"Pulse Member 165",Student,2024-06-14,13,150.00,11.54,1
164,"Pulse Member 164",Student,2024-06-07,13,150.00,11.54,1
163,"Pulse Member 163",Student,2024-05-31,13,150.00,11.54,1
73,"Pulse Member 073",Student,2024-06-30,13,150.00,11.54,1
543,"Pulse Member 543",Student,2024-06-20,13,150.00,11.54,1
544,"Pulse Member 544",Student,2024-06-27,13,150.00,11.54,1
305,"Pulse Member 305",Student,2024-06-04,13,150.00,11.54,1
208,"Pulse Member 208",Basic,2024-05-16,14,150.00,10.71,171
66,"Pulse Member 066",Basic,2024-05-12,14,150.00,10.71,171
67,"Pulse Member 067",Basic,2024-05-19,14,150.00,10.71,171
68,"Pulse Member 068",Basic,2024-05-26,14,150.00,10.71,171
209,"Pulse Member 209",Basic,2024-05-23,14,150.00,10.71,171
256,"Pulse Member 256",Basic,2024-05-22,14,150.00,10.71,171
257,"Pulse Member 257",Basic,2024-05-29,14,150.00,10.71,171
395,"Pulse Member 395",Student,2024-05-05,14,150.00,10.71,1
303,"Pulse Member 303",Student,2024-05-21,14,150.00,10.71,1
304,"Pulse Member 304",Student,2024-05-28,14,150.00,10.71,1
115,"Pulse Member 115",Student,2024-05-25,14,150.00,10.71,1
114,"Pulse Member 114",Student,2024-05-18,14,150.00,10.71,1
113,"Pulse Member 113",Student,2024-05-11,14,150.00,10.71,1
65,"Pulse Member 065",Student,2024-05-05,14,150.00,10.71,1
583,"Pulse Member 583",Student,2024-05-01,14,150.00,10.71,1
584,"Pulse Member 584",Student,2024-05-08,14,150.00,10.71,1
585,"Pulse Member 585",Student,2024-05-15,14,150.00,10.71,1
5,"Noah Davis",Basic,2024-04-10,15,150.00,10.00,171
297,"Pulse Member 297",Basic,2024-04-09,15,150.00,10.00,171
298,"Pulse Member 298",Basic,2024-04-16,15,150.00,10.00,171
299,"Pulse Member 299",Basic,2024-04-23,15,150.00,10.00,171
296,"Pulse Member 296",Basic,2024-04-02,15,150.00,10.00,171
393,"Pulse Member 393",Student,2024-04-21,15,150.00,10.00,1
394,"Pulse Member 394",Student,2024-04-28,15,150.00,10.00,1
205,"Pulse Member 205",Student,2024-04-25,15,150.00,10.00,1
203,"Pulse Member 203",Student,2024-04-11,15,150.00,10.00,1
204,"Pulse Member 204",Student,2024-04-18,15,150.00,10.00,1
155,"Pulse Member 155",Student,2024-04-05,15,150.00,10.00,1
485,"Pulse Member 485",Student,2024-04-05,15,150.00,10.00,1
345,"Pulse Member 345",Student,2024-04-15,15,150.00,10.00,1
64,"Pulse Member 064",Student,2024-04-28,15,150.00,10.00,1
63,"Pulse Member 063",Student,2024-04-21,15,150.00,10.00,1
535,"Pulse Member 535",Student,2024-04-25,15,150.00,10.00,1
529,"Pulse Member 529",Basic,2024-03-14,16,150.00,9.38,171
387,"Pulse Member 387",Basic,2024-03-10,16,150.00,9.38,171
386,"Pulse Member 386",Basic,2024-03-03,16,150.00,9.38,171
339,"Pulse Member 339",Basic,2024-03-04,16,150.00,9.38,171
295,"Pulse Member 295",Student,2024-03-26,16,150.00,9.38,1
294,"Pulse Member 294",Student,2024-03-19,16,150.00,9.38,1
293,"Pulse Member 293",Student,2024-03-12,16,150.00,9.38,1
433,"Pulse Member 433",Student,2024-03-02,16,150.00,9.38,1
434,"Pulse Member 434",Student,2024-03-09,16,150.00,9.38,1
435,"Pulse Member 435",Student,2024-03-16,16,150.00,9.38,1
154,"Pulse Member 154",Student,2024-03-29,16,150.00,9.38,1
153,"Pulse Member 153",Student,2024-03-22,16,150.00,9.38,1
483,"Pulse Member 483",Student,2024-03-22,16,150.00,9.38,1
484,"Pulse Member 484",Student,2024-03-29,16,150.00,9.38,1
105,"Pulse Member 105",Student,2024-03-16,16,150.00,9.38,1
104,"Pulse Member 104",Student,2024-03-09,16,150.00,9.38,1
103,"Pulse Member 103",Student,2024-03-02,16,150.00,9.38,1
245,"Pulse Member 245",Student,2024-03-06,16,150.00,9.38,1
575,"Pulse Member 575",Student,2024-03-06,16,150.00,9.38,1
3,"Liam Wilson",Student,2024-03-18,16,150.00,9.38,1
429,"Pulse Member 429",Basic,2024-02-03,17,150.00,8.82,171
195,"Pulse Member 195",Student,2024-02-15,17,150.00,8.82,1
194,"Pulse Member 194",Student,2024-02-08,17,150.00,8.82,1
193,"Pulse Member 193",Student,2024-02-01,17,150.00,8.82,1
335,"Pulse Member 335",Student,2024-02-05,17,150.00,8.82,1
523,"Pulse Member 523",Student,2024-02-01,17,150.00,8.82,1
524,"Pulse Member 524",Student,2024-02-08,17,150.00,8.82,1
55,"Pulse Member 055",Student,2024-02-25,17,150.00,8.82,1
54,"Pulse Member 054",Student,2024-02-18,17,150.00,8.82,1
53,"Pulse Member 053",Student,2024-02-11,17,150.00,8.82,1
244,"Pulse Member 244",Student,2024-02-28,17,150.00,8.82,1
243,"Pulse Member 243",Student,2024-02-21,17,150.00,8.82,1
573,"Pulse Member 573",Student,2024-02-21,17,150.00,8.82,1
574,"Pulse Member 574",Student,2024-02-28,17,150.00,8.82,1
525,"Pulse Member 525",Student,2024-02-15,17,150.00,8.82,1
568,"Pulse Member 568",Basic,2024-01-17,18,150.00,8.33,171
567,"Pulse Member 567",Basic,2024-01-10,18,150.00,8.33,171
566,"Pulse Member 566",Basic,2024-01-03,18,150.00,8.33,171
428,"Pulse Member 428",Basic,2024-01-27,18,150.00,8.33,171
427,"Pulse Member 427",Basic,2024-01-20,18,150.00,8.33,171
145,"Pulse Member 145",Student,2024-01-26,18,150.00,8.33,1
144,"Pulse Member 144",Student,2024-01-19,18,150.00,8.33,1
143,"Pulse Member 143",Student,2024-01-12,18,150.00,8.33,1
333,"Pulse Member 333",Student,2024-01-22,18,150.00,8.33,1
334,"Pulse Member 334",Student,2024-01-29,18,150.00,8.33,1
474,"Pulse Member 474",Student,2024-01-19,18,150.00,8.33,1
475,"Pulse Member 475",Student,2024-01-26,18,150.00,8.33,1
95,"Pulse Member 095",Student,2024-01-06,18,150.00,8.33,1
285,"Pulse Member 285",Student,2024-01-16,18,150.00,8.33,1
515,"Pulse Member 515",Student,2024-11-01,8,125.00,15.63,125
563,"Pulse Member 563",Student,2024-11-07,8,125.00,15.63,125
564,"Pulse Member 564",Student,2024-11-14,8,125.00,15.63,125
565,"Pulse Member 565",Student,2024-11-21,8,125.00,15.63,125
424,"Pulse Member 424",Student,2024-11-24,8,125.00,15.63,125
423,"Pulse Member 423",Student,2024-11-17,8,125.00,15.63,125
43,"Pulse Member 043",Student,2024-10-28,9,125.00,13.89,125
513,"Pulse Member 513",Student,2024-10-18,9,125.00,13.89,125
514,"Pulse Member 514",Student,2024-10-25,9,125.00,13.89,125
554,"Pulse Member 554",Student,2024-09-05,10,125.00,12.50,125
555,"Pulse Member 555",Student,2024-09-12,10,125.00,12.50,125
83,"Pulse Member 083",Student,2024-09-08,10,125.00,12.50,125
125,"Pulse Member 125",Student,2024-08-03,11,125.00,11.36,125
175,"Pulse Member 175",Student,2024-08-23,11,125.00,11.36,125
173,"Pulse Member 173",Student,2024-08-09,11,125.00,11.36,125
174,"Pulse Member 174",Student,2024-08-16,11,125.00,11.36,125
124,"Pulse Member 124",Student,2024-07-27,12,125.00,10.42,125
264,"Pulse Member 264",Student,2024-07-17,12,125.00,10.42,125
265,"Pulse Member 265",Student,2024-07-24,12,125.00,10.42,125
215,"Pulse Member 215",Student,2024-07-04,12,125.00,10.42,125
263,"Pulse Member 263",Student,2024-07-10,12,125.00,10.42,125
214,"Pulse Member 214",Student,2024-06-27,13,125.00,9.62,125
493,"Pulse Member 493",Student,2024-05-31,13,125.00,9.62,125
494,"Pulse Member 494",Student,2024-06-07,13,125.00,9.62,125
495,"Pulse Member 495",Student,2024-06-14,13,125.00,9.62,125
444,"Pulse Member 444",Student,2024-05-18,14,125.00,8.93,125
443,"Pulse Member 443",Student,2024-05-11,14,125.00,8.93,125
445,"Pulse Member 445",Student,2024-05-25,14,125.00,8.93,125
255,"Pulse Member 255",Student,2024-05-15,14,125.00,8.93,125
254,"Pulse Member 254",Student,2024-05-08,14,125.00,8.93,125
253,"Pulse Member 253",Student,2024-05-01,14,125.00,8.93,125
343,"Pulse Member 343",Student,2024-04-01,15,125.00,8.33,125
344,"Pulse Member 344",Student,2024-04-08,15,125.00,8.33,125
533,"Pulse Member 533",Student,2024-04-11,15,125.00,8.33,125
534,"Pulse Member 534",Student,2024-04-18,15,125.00,8.33,125
384,"Pulse Member 384",Student,2024-02-18,17,125.00,7.35,125
383,"Pulse Member 383",Student,2024-02-11,17,125.00,7.35,125
385,"Pulse Member 385",Student,2024-02-25,17,125.00,7.35,125
283,"Pulse Member 283",Student,2024-01-02,18,125.00,6.94,125
284,"Pulse Member 284",Student,2024-01-09,18,125.00,6.94,125
473,"Pulse Member 473",Student,2024-01-12,18,125.00,6.94,125
86,"Pulse Member 086",Basic,2024-09-29,10,120.00,12.00,229
426,"Pulse Member 426",Basic,2024-01-13,18,120.00,6.67,229
85,"Pulse Member 085",Student,2024-09-22,10,100.00,10.00,166
84,"Pulse Member 084",Student,2024-09-15,10,100.00,10.00,166
353,"Pulse Member 353",Student,2024-06-10,13,100.00,7.69,166
354,"Pulse Member 354",Student,2024-06-17,13,100.00,7.69,166
355,"Pulse Member 355",Student,2024-06-24,13,100.00,7.69,166
213,"Pulse Member 213",Student,2024-06-20,13,100.00,7.69,166
425,"Pulse Member 425",Student,2024-01-06,18,100.00,5.56,166
8,"Ava Martin",Basic,2024-06-14,13,60.00,4.62,231
27,"Natalie Ward",Premium,2024-03-03,16,60.00,3.75,176
19,"Ella Baker",Premium,2024-03-27,16,60.00,3.75,176
30,"Tom Evans",Premium,2024-02-25,17,60.00,3.53,176
21,"Ruby Clark",Premium,2024-02-08,17,60.00,3.53,176
13,"Grace Young",Premium,2024-02-16,17,60.00,3.53,176
24,"Leo Mitchell",Premium,2024-01-30,18,60.00,3.33,176
16,"Isaac Green",Premium,2024-01-20,18,60.00,3.33,176
9,"Lucas White",Student,2024-07-01,12,50.00,4.17,173
6,"Emma Johnson",Student,2024-05-06,14,50.00,3.57,173
15,"Zoe Hall",Student,2024-04-25,15,25.00,1.67,175
11,"Chloe King",Basic,2024-08-12,11,0.00,0.00,232
14,"Henry Walker",Basic,2024-03-09,16,0.00,0.00,232
17,"Lily Adams",Basic,2024-05-13,14,0.00,0.00,232
22,"Jack Turner",Basic,2024-04-04,15,0.00,0.00,232
25,"Hannah Lewis",Basic,2024-08-02,11,0.00,0.00,232
28,"Ryan Price",Basic,2024-10-10,9,0.00,0.00,232
20,"Oscar Wright",Basic,2024-07-19,12,0.00,0.00,232
26,"Adam Cooper",Student,2024-09-11,10,0.00,0.00,176
23,"Sophie Allen",Student,2024-05-21,14,0.00,0.00,176
12,"Ben Scott",Student,2024-09-05,10,0.00,0.00,176
18,"Daniel Hill",Student,2024-06-02,13,0.00,0.00,176
29,"Sarah Bell",Student,2024-11-04,8,0.00,0.00,176
